"Component","Use case","Source","Threat","Risk Response","Inherent Risk","Current Risk","Countermeasure progress","Weakness tests","Countermeasure tests","Projected Risk","Owner","MITRE reference","STRIDE-LM"
"Jupyter Lab API","Information Disclosure","Created by Rules Engine","Attackers could gain access to sensitive data through a man in the middle attack","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1557 - Adversary-in-the-Middle","Information Disclosure"
"LAN Network","Tampering","Created by Rules Engine","Attackers execute unauthorized physical tampering","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1200 - Hardware Additions||EMB3D - TID-107 - Unauthorized Direct Memory Access (DMA)","Tampering"
"Jupyter Lab API","Repudiation","Created by Rules Engine","Attackers gain access to the system and are not detected","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1046 - Network Service Discovery","Repudiation"
"Jupyter Lab API","Spoofing","Created by Rules Engine","Attackers gain unauthorized access to the control of the environment","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1190 - Exploit Public-Facing Application","Spoofing"
"JetRacer","Spoofing","Created by Rules Engine","Attackers hijack drone control signals","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-105 - Hardware Fault Injection – Control Flow Modification","Spoofing"
"LAN Network","Tampering","Created by Rules Engine","Attackers inject malicious devices","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1200 - Hardware Additions||EMB3D - TID-211 - Device Allows Unauthenticated Firmware Installation","Tampering"
"LAN Network","Information Disclosure","Created by Rules Engine","Attackers intercept data communications","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","EMB3D - TID-114 - Peripheral Data Bus Interception","Information Disclosure"
"JetRacer","Information Disclosure","Created by Rules Engine","Attackers intercept video and data transmissions","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-406 - Unauthorized Messages or Connections","Information Disclosure"
"LAN Network","Spoofing","Created by Rules Engine","Attackers perform MAC spoofing attacks","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-406 - Unauthorized Messages or Connections","Spoofing"
"JetRacer","Tampering","Created by Rules Engine","Attackers perform unauthorized physical tampering","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-107 - Unauthorized Direct Memory Access (DMA)","Tampering"
"Jupyter Lab API","Spoofing","Created by Rules Engine","Attackers try to exploit JWT token design vulnerabilities","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1550.001 - Application Access Token","Spoofing"
"Jetson Nano","Repudiation","Created by Rules Engine","Bypass oversight and accountability controls","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1070.004 - File Deletion||ATLAS - AML.T0054 - LLM Jailbreak","Repudiation"
"Jetson Nano","Tampering","Created by Rules Engine","Compromise supply chain and inter-agent trust","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1195 - Supply Chain Compromise||ATLAS - AML.T0010 - AI Supply Chain Compromise","Tampering"
"Chassis-Mounted Microcontroller","Denial of Service","Created by Rules Engine","Compromising system integrity through chipset component failure or degradation","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-109 - RAM Chip Contents Readout","Denial of Service"
"PC","Information Disclosure","Created by Rules Engine","Credential and secrets exposure via UI","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATLAS - AML.TA0000 - AI Model Access","Information Disclosure"
"Speed Sensor","Information Disclosure","Created by Rules Engine","Data transmission interception","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","EMB3D - TID-114 - Peripheral Data Bus Interception","Information Disclosure"
