"Component","Use case","Source","Threat","Risk Response","Inherent Risk","Current Risk","Countermeasure progress","Weakness tests","Countermeasure tests","Projected Risk","Owner","MITRE reference","STRIDE-LM"
"LAN Network","Tampering","Created by Rules Engine","Attackers execute unauthorized physical tampering","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1200 - Hardware Additions||EMB3D - TID-107 - Unauthorized Direct Memory Access (DMA)","Tampering"
"JetRacer","Spoofing","Created by Rules Engine","Attackers hijack drone control signals","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-105 - Hardware Fault Injection – Control Flow Modification","Spoofing"
"LAN Network","Tampering","Created by Rules Engine","Attackers inject malicious devices","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1200 - Hardware Additions||EMB3D - TID-211 - Device Allows Unauthenticated Firmware Installation","Tampering"
"LAN Network","Information Disclosure","Created by Rules Engine","Attackers intercept data communications","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","EMB3D - TID-114 - Peripheral Data Bus Interception","Information Disclosure"
"JetRacer","Information Disclosure","Created by Rules Engine","Attackers intercept video and data transmissions","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-406 - Unauthorized Messages or Connections","Information Disclosure"
"LAN Network","Spoofing","Created by Rules Engine","Attackers perform MAC spoofing attacks","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-406 - Unauthorized Messages or Connections","Spoofing"
"JetRacer","Tampering","Created by Rules Engine","Attackers perform unauthorized physical tampering","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-107 - Unauthorized Direct Memory Access (DMA)","Tampering"
"Microcontroller","Tampering","Created by Rules Engine","Attackers tamper with the STM32 firmware to introduce malicious code","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-113 - Unverified Peripheral Firmware Loaded","Tampering"
"Joystick","Tampering","Created by Rules Engine","Buffer overflow in IOCTL handlers","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1203 - Exploitation for Client Execution","Tampering"
"Jetson Nano","Information Disclosure","Created by Rules Engine","Data breaches from insecure storage","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1584 - Compromise Infrastructure","Information Disclosure"
"Speed Sensor","Information Disclosure","Created by Rules Engine","Data transmission interception","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","EMB3D - TID-114 - Peripheral Data Bus Interception","Information Disclosure"
"PC","Information Disclosure","Created by Rules Engine","Data transmitted over insecure channels may be intercepted, leading to potential breaches","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1040 - Network Sniffing","Information Disclosure"
"PC","Denial of Service","Created by Rules Engine","Denial of Service attacks can overwhelm the system, resulting in service disruptions and potential exploitation","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1498 - Network Denial of Service","Denial of Service"
"Microcontroller","Denial of Service","Created by Rules Engine","Denial of service through resource exhaustion on STM32 systems","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-405 - Network Stack Resource Exhaustion","Denial of Service"
"Joystick","Denial of Service","Created by Rules Engine","Denial of service via IOCTL flooding","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1499 - Endpoint Denial of Service","Denial of Service"
"Speed Sensor","Denial of Service","Created by Rules Engine","Environmental interference and EMI","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-105 - Hardware Fault Injection – Control Flow Modification","Denial of Service"
"Microcontroller","Elevation of Privilege","Created by Rules Engine","Exploitation of insecure bootloaders to gain unauthorized control of STM32 devices","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-406 - Unauthorized Messages or Connections","Elevation of Privilege"
"Jetson Nano","Tampering","Created by Rules Engine","Exploitation of vulnerable containerized deployments","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1609 - Container Administration Command","Tampering"
"PC","Tampering","Created by Rules Engine","Failure to implement secure update mechanisms can leave IoT devices vulnerable","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1595.002 - Vulnerability Scanning","Tampering"
"Web Service","Elevation of Privilege","Created by Rules Engine","Inadequate access control","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1078.004 - Cloud Accounts","Elevation of Privilege"
"PC","Information Disclosure","Created by Rules Engine","Inadequate protection of user data can lead to privacy breaches and erosion of user trust","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1588 - Obtain Capabilities","Information Disclosure"
"PC","Information Disclosure","Created by Rules Engine","Inadequate protection of user data can lead to privacy breaches and unauthorized data exposure","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1530 - Data from Cloud Storage","Information Disclosure"
"Joystick","Information Disclosure","Created by Rules Engine","Information disclosure through inadequate logging","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1562.002 - Disable Windows Event Logging","Information Disclosure"
"PC","Tampering","Created by Rules Engine","Insecure APIs can be exploited to inject malicious commands or exfiltrate data","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1190 - Exploit Public-Facing Application","Tampering"
"Camera CSI","Tampering","Created by Rules Engine","Insecure firmware update mechanism","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","EMB3D - TID-216 - Firmware Update Rollbacks Allowed","Tampering"
"Joystick","Information Disclosure","Created by Rules Engine","Insecure IOCTL data handling","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1071 - Application Layer Protocol","Information Disclosure"
"Joystick","Tampering","Created by Rules Engine","IOCTL command injection","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1071 - Application Layer Protocol","Tampering"
"PC","Elevation of Privilege","Created by Rules Engine","Lack of proper authorization controls may result in unauthorized privilege escalation and misuse of resources","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1068 - Exploitation for Privilege Escalation","Elevation of Privilege"
"PC","Tampering","Created by Rules Engine","Malware infections or compromised devices may lead to unauthorized manipulation","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1574 - Hijack Execution Flow","Tampering"
"Web Service","Information Disclosure","Created by Rules Engine","Open ingress paths","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1078.002 - Domain Accounts","Information Disclosure"
"Web Service","Denial of Service","Created by Rules Engine","Outdated runtime environments","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1498 - Network Denial of Service","Denial of Service"
"Microcontroller","Tampering","Created by Rules Engine","Physical tampering with STM32 chips to bypass security features","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","EMB3D - TID-310 - Remotely Accessible Unauthenticated Services","Tampering"
"Joystick","Elevation of Privilege","Created by Rules Engine","Privilege escalation through vulnerable IOCTL handlers","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1068 - Exploitation for Privilege Escalation","Elevation of Privilege"
"PC","Tampering","Created by Rules Engine","Reverse engineering and code tampering can expose application logic and facilitate malicious modifications","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1601 - Modify System Image","Tampering"
"Speed Sensor","Tampering","Created by Rules Engine","Signal injection and manipulation","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-325 - HTTP Injection/Response Splitting","Tampering"
"PC","Information Disclosure","Created by Rules Engine","Storing sensitive data in insecure local storage may expose it to extraction and misuse if the device is compromised","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1005 - Data from Local System","Information Disclosure"
"Microcontroller","Information Disclosure","Created by Rules Engine","Unauthorized access through insecure communication protocols in STM32 systems","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-408 - Unencrypted Sensitive Data Communication","Information Disclosure"
"Jetson Nano","Tampering","Created by Rules Engine","Unauthorized Access to Deployed AI/ML Models","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1583 - Acquire Infrastructure","Tampering"
"Joystick","Elevation of Privilege","Created by Rules Engine","Unauthorized access to IOCTL commands","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1055 - Process Injection","Elevation of Privilege"
"Jetson Nano","Information Disclosure","Created by Rules Engine","Unauthorized network access","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1135 - Network Share Discovery","Information Disclosure"
"Camera CSI","Tampering","Created by Rules Engine","Unauthorized physical access","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","EMB3D - TID-406 - Unauthorized Messages or Connections","Tampering"
"Speed Sensor","Tampering","Created by Rules Engine","Unauthorized physical tampering","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-106 - Data Bus Interception","Tampering"
"Web Service","Tampering","Created by Rules Engine","Undetected application vulnerabilities","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1190 - Exploit Public-Facing Application","Tampering"
"Camera CSI","Information Disclosure","Created by Rules Engine","Unencrypted data transmission","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-408 - Unencrypted Sensitive Data Communication","Information Disclosure"
"Web Service","Information Disclosure","Created by Rules Engine","Unencrypted or weak data transmission","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1040 - Network Sniffing","Information Disclosure"
"Web Service","Information Disclosure","Created by Rules Engine","Unmonitored egress traffic","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1048 - Exfiltration Over Alternative Protocol","Information Disclosure"
"Web Service","Denial of Service","Created by Rules Engine","Unrestricted network access","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1498 - Network Denial of Service","Denial of Service"
"PC","Spoofing","Created by Rules Engine","Weak or inadequate authentication can allow unauthorized access to the IoT mobile application","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1078 - Valid Accounts","Spoofing"
