"Component","Use case","Source","Threat","Risk Response","Inherent Risk","Current Risk","Countermeasure progress","Weakness tests","Countermeasure tests","Projected Risk","Owner","MITRE reference","STRIDE-LM"
"Jetson Nano","Denial of Service","Created by Rules Engine","A malicious actor overloads the GPU with excessive requests, leading to denial of service","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-405 - Network Stack Resource Exhaustion","Denial of Service"
"Jetson Nano","Elevation of Privilege","Created by Rules Engine","An attacker exploits a vulnerability in GPU drivers to execute arbitrary code","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","EMB3D - TID-210 - Device Vulnerabilities Unpatchable","Elevation of Privilege"
"Jetson Nano","Information Disclosure","Created by Rules Engine","An attacker exploits weaknesses in the GPU’s memory management, causing data leakage","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-327 - Out of Bounds Memory Access","Information Disclosure"
"Jetson Nano","Tampering","Created by Rules Engine","An attacker intercepts GPU communication channels, leading to unauthorized access or tampering","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-408 - Unencrypted Sensitive Data Communication","Tampering"
"PC with Browser","Spoofing","Created by Rules Engine","Attackers conduct phishing attacks through deceptive websites","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1566 - Phishing","Spoofing"
"PC with Browser","Tampering","Created by Rules Engine","Attackers distribute malware through compromised browser extensions","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1204 - User Execution","Tampering"
"LAN Network connection","Tampering","Created by Rules Engine","Attackers execute unauthorized physical tampering","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1200 - Hardware Additions||EMB3D - TID-107 - Unauthorized Direct Memory Access (DMA)","Tampering"
"PC with Browser","Elevation of Privilege","Created by Rules Engine","Attackers exploit browser vulnerabilities to execute malicious code","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1203 - Exploitation for Client Execution","Elevation of Privilege"
"Joystick Gamepad","Spoofing","Created by Rules Engine","Attackers exploit weak authentication controls","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","EMB3D - TID-221 - Authentication Bypass By Message Replay","Spoofing"
"LAN Network connection","Tampering","Created by Rules Engine","Attackers inject malicious devices","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1200 - Hardware Additions||EMB3D - TID-211 - Device Allows Unauthenticated Firmware Installation","Tampering"
"PC with Browser","Information Disclosure","Created by Rules Engine","Attackers inject malicious scripts via cross-site scripting (XSS)","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1059 - Command and Scripting Interpreter","Information Disclosure"
"PC with Browser","Spoofing","Created by Rules Engine","Attackers intercept browser communications through man-in-the-middle (MitM) attacks","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - TA0011 - Command and Control","Spoofing"
