"Component","Use case","Source","Threat","Risk Response","Inherent Risk","Current Risk","Countermeasure progress","Weakness tests","Countermeasure tests","Projected Risk","Owner","MITRE reference","STRIDE-LM"
"Home Wi-Fi Router","Elevation of Privilege","Created by Rules Engine","Accessing functionality not properly constrained by ACLs","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1190 - Exploit Public-Facing Application","Elevation of Privilege"
"Device Key / Provisioning Secret Store","Information Disclosure","Created by Rules Engine","An attacker exploits weak access controls to retrieve sensitive secrets","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1552 - Unsecured Credentials","Information Disclosure"
"Sonoff Micro Device","Information Disclosure","Created by Rules Engine","Attackers attempt to guess weak Wi-Fi passwords via brute-force","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","EMB3D - TID-314 - Passwords Can Be Guessed Using Brute-Force Attempts","Information Disclosure"
"QR Code / Device Identifier","Tampering","Created by Rules Engine","Attackers can alter or tamper with URLs to deceive users or exploit vulnerabilities in web applications","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1056 - Input Capture||ATT&CK Enterprise - T1222 - File and Directory Permissions Modification||ATT&CK Enterprise - T1202 - Indirect Command Execution||ATT&CK Enterprise - T1557 - Adversary-in-the-Middle||ATT&CK Mobile - T1516 - Input Injection","Tampering"
"QR Code / Device Identifier","Tampering","Created by Rules Engine","Attackers can create QR codes to deceive users by displaying false or misleading information","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - TA0009 - Collection||ATT&CK Enterprise - TA0006 - Credential Access||ATT&CK Enterprise - TA0001 - Initial Access||ATT&CK Enterprise - T1020 - Automated Exfiltration||ATT&CK Enterprise - TA0002 - Execution||ATT&CK Enterprise - TA0005 - Defense Evasion","Tampering"
"QR Code / Device Identifier","Tampering","Created by Rules Engine","Attackers can exploit vulnerabilities in QR code scanning software or deceive users into taking unintended actions","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - TA0001 - Initial Access||ATT&CK Enterprise - T1020 - Automated Exfiltration||ATT&CK Enterprise - TA0002 - Execution","Tampering"
"Sonoff Micro Device","Denial of Service","Created by Rules Engine","Attackers emit interference to disrupt the Wi-Fi communication and deny service","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","EMB3D - TID-405 - Network Stack Resource Exhaustion","Denial of Service"
"Device Key / Provisioning Secret Store","Elevation of Privilege","Created by Rules Engine","Attackers exploit vulnerabilities in the Secrets Manager API","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1190 - Exploit Public-Facing Application","Elevation of Privilege"
"Sonoff Micro Device","Tampering","Created by Rules Engine","Attackers intercept and potentially alter communications between the device and the access point","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","EMB3D - TID-114 - Peripheral Data Bus Interception","Tampering"
"Sonoff Micro Device","Information Disclosure","Created by Rules Engine","Attackers intercept unencrypted wireless traffic to capture sensitive data","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-408 - Unencrypted Sensitive Data Communication","Information Disclosure"
"Sonoff Micro Device","Denial of Service","Created by Rules Engine","Attackers send deauthentication frames to disconnect users, causing service disruption","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","EMB3D - TID-222 - Critical System Service May Be Disabled","Denial of Service"
"Sonoff Micro Device","Spoofing","Created by Rules Engine","Attackers set up a rogue AP that mimics a trusted network to capture or manipulate traffic","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","EMB3D - TID-202 - Exploitable System Network Stack Component","Spoofing"
"Home Wi-Fi Router","Elevation of Privilege","Created by Rules Engine","Attackers try to take advantage of a wide attack surface","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1060 - Registry Run Keys / Startup Folder","Elevation of Privilege"
