"Component","Use case","Source","Threat","Risk Response","Inherent Risk","Current Risk","Countermeasure progress","Weakness tests","Countermeasure tests","Projected Risk","Owner","MITRE reference","STRIDE-LM"
"MQTT Relay","Tampering","Created by Rules Engine","An attacker can change the firmware update link over MQTT in such way that the victim devices install malicious firmware","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1592.003 - Firmware","Tampering"
"MQTT Relay","Denial of Service","Created by Rules Engine","An attacker can overload MQTT clients due to too high message frequency on subscribed topics","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1499 - Endpoint Denial of Service","Denial of Service"
"MQTT Relay","Spoofing","Created by Rules Engine","An attacker can simulate a fake application to send commands to the MQTT client","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1200 - Hardware Additions","Spoofing"
"MQTT Relay","Information Disclosure","Created by Rules Engine","An attacker monitors information transmitted between logical or physical nodes of a network","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1040 - Network Sniffing","Information Disclosure"
"MQTT Relay","Spoofing","Created by Rules Engine","Attackers can extract authentication credentials from the client and use them to log in to the MQTT broker","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1557 - Adversary-in-the-Middle","Spoofing"
"emonCMS","Information Disclosure","Created by Rules Engine","Attackers gain unauthorized access to sensitive data exposed through misconfigurations or vulnerabilities","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1203 - Exploitation for Client Execution||ATT&CK Enterprise - T1210 - Exploitation of Remote Services","Information Disclosure||Tampering"
"emonCMS","Tampering","Created by Rules Engine","Attackers inject malicious or erroneous data into your analytics and visualization pipeline","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1659 - Content Injection","Information Disclosure||Tampering"
"emonTx","Tampering","Created by Rules Engine","Data interception and manipulation during transmission between LPDDR and the processor","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-304 - Manipulate Runtime Environment","Tampering"
"emonBase","Information Disclosure","Created by Rules Engine","Data interception during transmission","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1074 - Data Staged","Information Disclosure"
"emonPi","Information Disclosure","Created by Rules Engine","Data interception during transmission","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1074 - Data Staged","Information Disclosure"
"emonTh","Information Disclosure","Created by Rules Engine","Data transmission interception","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","EMB3D - TID-114 - Peripheral Data Bus Interception","Information Disclosure"
"emonTh","Denial of Service","Created by Rules Engine","Environmental interference and EMI","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-105 - Hardware Fault Injection – Control Flow Modification","Denial of Service"
"emonBase","Information Disclosure","Created by Rules Engine","Insecure API endpoints","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1190 - Exploit Public-Facing Application","Information Disclosure"
"emonPi","Information Disclosure","Created by Rules Engine","Insecure API endpoints","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1190 - Exploit Public-Facing Application","Information Disclosure"
"emonTx","Denial of Service","Created by Rules Engine","LPDDR memory failures due to insufficient power regulation","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-405 - Network Stack Resource Exhaustion","Denial of Service"
"emonBase","Information Disclosure","Created by Rules Engine","Misconfiguration of AWS managed policies","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1098 - Account Manipulation","Information Disclosure"
