"Component","Use case","Source","Threat","Risk Response","Inherent Risk","Current Risk","Countermeasure progress","Weakness tests","Countermeasure tests","Projected Risk","Owner","MITRE reference","STRIDE-LM"
"emonPi Base Station","Information Disclosure","Created by Rules Engine","An attacker accesses sensitive data stored in eMMC via physical tampering","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-114 - Peripheral Data Bus Interception","Information Disclosure"
"WiFi MQTT Relay","Tampering","Created by Rules Engine","An attacker can change the firmware update link over MQTT in such way that the victim devices install malicious firmware","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1592.003 - Firmware","Tampering"
"WiFi MQTT Relay","Denial of Service","Created by Rules Engine","An attacker can overload MQTT clients due to too high message frequency on subscribed topics","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1499 - Endpoint Denial of Service","Denial of Service"
"WiFi MQTT Relay","Spoofing","Created by Rules Engine","An attacker can simulate a fake application to send commands to the MQTT client","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1200 - Hardware Additions","Spoofing"
"emonPi Base Station","Tampering","Created by Rules Engine","An attacker exploits a vulnerability in SDIO to inject malicious commands","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-203 - Malicious OS Kernel Driver/Module Installable","Tampering"
"WiFi MQTT Relay","Information Disclosure","Created by Rules Engine","An attacker monitors information transmitted between logical or physical nodes of a network","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1040 - Network Sniffing","Information Disclosure"
"WiFi MQTT Relay","Spoofing","Created by Rules Engine","Attackers can extract authentication credentials from the client and use them to log in to the MQTT broker","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1557 - Adversary-in-the-Middle","Spoofing"
"EmonTh Module","Information Disclosure","Created by Rules Engine","Data transmission interception","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","EMB3D - TID-114 - Peripheral Data Bus Interception","Information Disclosure"
"EmonCMS Application","Information Disclosure","Created by Rules Engine","Data transmitted over insecure channels may be intercepted, leading to potential breaches","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1040 - Network Sniffing","Information Disclosure"
"emonBase Station","Denial of Service","Created by Rules Engine","Denial of service","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","EMB3D - TID-405 - Network Stack Resource Exhaustion","Denial of Service"
"EmonCMS Application","Denial of Service","Created by Rules Engine","Denial of Service attacks can overwhelm the system, resulting in service disruptions and potential exploitation","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1498 - Network Denial of Service","Denial of Service"
"EmonTh Module","Denial of Service","Created by Rules Engine","Environmental interference and EMI","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-105 - Hardware Fault Injection – Control Flow Modification","Denial of Service"
"EmonCMS Application","Tampering","Created by Rules Engine","Failure to implement secure update mechanisms can leave IoT devices vulnerable","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1595.002 - Vulnerability Scanning","Tampering"
"emonTx Module","Tampering","Created by Rules Engine","Firmware tampering","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","EMB3D - TID-211 - Device Allows Unauthenticated Firmware Installation","Tampering"
"EmonCMS Application","Information Disclosure","Created by Rules Engine","Inadequate protection of user data can lead to privacy breaches and erosion of user trust","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1588 - Obtain Capabilities","Information Disclosure"
"EmonCMS Application","Information Disclosure","Created by Rules Engine","Inadequate protection of user data can lead to privacy breaches and unauthorized data exposure","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1530 - Data from Cloud Storage","Information Disclosure"
"EmonCMS Application","Tampering","Created by Rules Engine","Insecure APIs can be exploited to inject malicious commands or exfiltrate data","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1190 - Exploit Public-Facing Application","Tampering"
"EmonCMS Application","Elevation of Privilege","Created by Rules Engine","Lack of proper authorization controls may result in unauthorized privilege escalation and misuse of resources","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1068 - Exploitation for Privilege Escalation","Elevation of Privilege"
