"Component","Use case","Source","Threat","Risk Response","Inherent Risk","Current Risk","Countermeasure progress","Weakness tests","Countermeasure tests","Projected Risk","Owner","MITRE reference","STRIDE-LM"
"WiFi MQTT Relay","Tampering","Created by Rules Engine","An attacker can change the firmware update link over MQTT in such way that the victim devices install malicious firmware","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1592.003 - Firmware","Tampering"
"WiFi MQTT Relay","Denial of Service","Created by Rules Engine","An attacker can overload MQTT clients due to too high message frequency on subscribed topics","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1499 - Endpoint Denial of Service","Denial of Service"
"WiFi MQTT Relay","Spoofing","Created by Rules Engine","An attacker can simulate a fake application to send commands to the MQTT client","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1200 - Hardware Additions","Spoofing"
"WiFi MQTT Relay","Information Disclosure","Created by Rules Engine","An attacker monitors information transmitted between logical or physical nodes of a network","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1040 - Network Sniffing","Information Disclosure"
"WiFi MQTT Relay","Spoofing","Created by Rules Engine","Attackers can extract authentication credentials from the client and use them to log in to the MQTT broker","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1557 - Adversary-in-the-Middle","Spoofing"
"EmonCMS Web Application","Information Disclosure","Created by Rules Engine","Cross-site scripting (XSS) in dashboard","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1059.007 - JavaScript","Information Disclosure"
"emonPi Base Station","Information Disclosure","Created by Rules Engine","Data interception during transmission","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1074 - Data Staged","Information Disclosure"
"emonBase Base Station","Information Disclosure","Created by Rules Engine","Data interception during transmission","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1074 - Data Staged","Information Disclosure"
"emonTh Module","Information Disclosure","Created by Rules Engine","Data transmission interception","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","EMB3D - TID-114 - Peripheral Data Bus Interception","Information Disclosure"
"EmonCMS Web Application","Denial of Service","Created by Rules Engine","Denial of service via resource exhaustion","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1499 - Endpoint Denial of Service","Denial of Service"
