"Component","Use case","Source","Threat","Risk Response","Inherent Risk","Current Risk","Countermeasure progress","Weakness tests","Countermeasure tests","Projected Risk","Owner","MITRE reference","STRIDE-LM"
"Ratings Service","Elevation of Privilege","Created by Rules Engine","An attacker can exploit misconfigured permissions in the Key-Value Store","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1078 - Valid Accounts||ATT&CK Enterprise - T1098 - Account Manipulation||ATT&CK Enterprise - T1087 - Account Discovery","Elevation of Privilege"
"Ratings Service","Elevation of Privilege","Created by Rules Engine","An attacker can exploit missing authentication in the Key-Value Store","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1078 - Valid Accounts","Elevation of Privilege"
"Ratings Service","Information Disclosure","Created by Rules Engine","An attacker can perform data exfiltration through insecure data transit in the Key-Value Store","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1041 - Exfiltration Over C2 Channel||ATT&CK Enterprise - TA0010 - Exfiltration||ATT&CK Enterprise - T1048 - Exfiltration Over Alternative Protocol||ATT&CK Enterprise - T1567 - Exfiltration Over Web Service||ATT&CK Enterprise - T1020 - Automated Exfiltration","Information Disclosure"
"Productpage","Information Disclosure","Created by Rules Engine","Compromise of sensitive data due to insecure certificate properties and key management","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1552 - Unsecured Credentials","Information Disclosure"
"Productpage","Information Disclosure","Created by Rules Engine","Embedded credentials exposure in code and configuration files","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1552 - Unsecured Credentials","Information Disclosure"
"Details Service","Information Disclosure","Created by Rules Engine","Exposure of sensitive data in transit","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1022 - Data Encrypted","Information Disclosure"
"Reviews Service","Information Disclosure","Created by Rules Engine","Exposure of sensitive data through code reviews","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1552.001 - Credentials In Files||ATLAS - AML.T0055 - Unsecured Credentials","Information Disclosure"
"Reviews Service","Elevation of Privilege","Created by Rules Engine","Inadequate access controls for CodeGuru reviewer and profiler","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1578.005 - Modify Cloud Compute Configurations||ATLAS - AML.T0012 - Valid Accounts","Elevation of Privilege"
"Reviews Service","Information Disclosure","Created by Rules Engine","Insecure handling of code artifacts","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1567 - Exfiltration Over Web Service||ATLAS - AML.T0036 - Data from Information Repositories","Information Disclosure"
"Details Service","Information Disclosure","Created by Rules Engine","Insufficient data masking or tokenization","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1485 - Data Destruction","Information Disclosure"
"Details Service","Repudiation","Created by Rules Engine","Lack of auditing and monitoring of data access","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1562 - Impair Defenses","Repudiation"
"Productpage","Information Disclosure","Created by Rules Engine","Unauthorized access to Azure resources via network interception","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1040 - Network Sniffing","Information Disclosure"
"Details Service","Information Disclosure","Created by Rules Engine","Unauthorized access to sensitive data","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1560 - Archive Collected Data","Information Disclosure"
"Productpage","Repudiation","Created by Rules Engine","Undetected unauthorized activities due to lack of resource logs","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1562.008 - Disable or Modify Cloud Logs","Repudiation"
