"Component","Use case","Source","Threat","Risk Response","Inherent Risk","Current Risk","Countermeasure progress","Weakness tests","Countermeasure tests","Projected Risk","Owner","MITRE reference","STRIDE-LM"
"Productpage Service","Information Disclosure","Created by Rules Engine","Attacker exploit misconfiguration and vulnerable third-party","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1195 - Supply Chain Compromise||ATT&CK Enterprise - T1210 - Exploitation of Remote Services||ATT&CK Enterprise - T1485 - Data Destruction||ATT&CK Enterprise - T1486 - Data Encrypted for Impact||ATT&CK Enterprise - T1499 - Endpoint Denial of Service||ATT&CK Enterprise - T1548 - Abuse Elevation Control Mechanism||ATT&CK Enterprise - T1553 - Subvert Trust Controls","Elevation of Privilege||Information Disclosure||Tampering"
"Ratings Service","Spoofing","Created by Rules Engine","Attackers exploit inadequate authentication controls in CloudKitty","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1078 - Valid Accounts","Spoofing"
"Ratings Service","Information Disclosure","Created by Rules Engine","Attackers exploit lack of monitoring in CloudKitty operations","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1078 - Valid Accounts","Information Disclosure"
"Ratings Service","Elevation of Privilege","Created by Rules Engine","Attackers exploit misconfigured access controls in CloudKitty","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1190 - Exploit Public-Facing Application","Elevation of Privilege"
"Ratings Service","Elevation of Privilege","Created by Rules Engine","Attackers exploit outdated CloudKitty dependencies","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1190 - Exploit Public-Facing Application","Elevation of Privilege"
"Ratings Service","Elevation of Privilege","Created by Rules Engine","Attackers exploit vulnerabilities in CloudKitty's API endpoints","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1190 - Exploit Public-Facing Application","Elevation of Privilege"
"Productpage Service","Elevation of Privilege","Created by Rules Engine","Attackers gain elevated privileges or unauthorized access","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1078 - Valid Accounts||ATT&CK Enterprise - T1098 - Account Manipulation||ATT&CK Enterprise - T1110 - Brute Force||ATT&CK Enterprise - T1133 - External Remote Services||ATT&CK Enterprise - T1199 - Trusted Relationship||ATT&CK Enterprise - T1548 - Abuse Elevation Control Mechanism||ATT&CK Enterprise - T1556 - Modify Authentication Process||ATT&CK Enterprise - T1563 - Remote Service Session Hijacking","Elevation of Privilege||Spoofing"
"Ratings Service","Information Disclosure","Created by Rules Engine","Attackers intercept unencrypted data transmitted between CloudKitty components","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1040 - Network Sniffing","Information Disclosure"
"Productpage Service","Spoofing","Created by Rules Engine","Attackers obtain unauthorized access from unsecure session management","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1078 - Valid Accounts||ATT&CK Enterprise - T1110 - Brute Force||ATT&CK Enterprise - T1550 - Use Alternate Authentication Material||ATT&CK Enterprise - T1566.002 - Spearphishing Link","Spoofing||Tampering"
"Productpage Service","Tampering","Created by Rules Engine","Attackers perform injection attacks in product catalog","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1059.001 - PowerShell||ATT&CK Enterprise - T1059.003 - Windows Command Shell||ATT&CK Enterprise - T1059.007 - JavaScript||ATT&CK Enterprise - T1068 - Exploitation for Privilege Escalation||ATT&CK Enterprise - T1190 - Exploit Public-Facing Application||ATT&CK Enterprise - T1211 - Exploitation for Defense Evasion||ATT&CK Enterprise - T1505.003 - Web Shell||ATT&CK Enterprise - T1566.001 - Spearphishing Attachment||ATT&CK Enterprise - T1566.002 - Spearphishing Link","Elevation of Privilege||Tampering"
