"Component","Use case","Source","Threat","Risk Response","Inherent Risk","Current Risk","Countermeasure progress","Weakness tests","Countermeasure tests","Projected Risk","Owner","MITRE reference","STRIDE-LM"
"Ratings","Elevation of Privilege","Created by Rules Engine","An attacker can exploit misconfigured permissions in the Key-Value Store","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1078 - Valid Accounts||ATT&CK Enterprise - T1098 - Account Manipulation||ATT&CK Enterprise - T1087 - Account Discovery","Elevation of Privilege"
"Ratings","Elevation of Privilege","Created by Rules Engine","An attacker can exploit missing authentication in the Key-Value Store","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1078 - Valid Accounts","Elevation of Privilege"
"Ratings","Information Disclosure","Created by Rules Engine","An attacker can perform data exfiltration through insecure data transit in the Key-Value Store","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1041 - Exfiltration Over C2 Channel||ATT&CK Enterprise - TA0010 - Exfiltration||ATT&CK Enterprise - T1048 - Exfiltration Over Alternative Protocol||ATT&CK Enterprise - T1567 - Exfiltration Over Web Service||ATT&CK Enterprise - T1020 - Automated Exfiltration","Information Disclosure"
"ProductPage","Spoofing","Created by Rules Engine","An attacker exploits insufficient session management to hijack user sessions","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1071 - Application Layer Protocol","Spoofing"
"ProductPage","Spoofing","Created by Rules Engine","An attacker exploits weak authentication mechanisms to gain unauthorized access","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1078 - Valid Accounts","Spoofing"
"ProductPage","Information Disclosure","Created by Rules Engine","An attacker gains access to mobile device storage and extracts sensitive data","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1005 - Data from Local System","Information Disclosure"
"ProductPage","Spoofing","Created by Rules Engine","An attacker intercepts API calls between the mobile app and backend services","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1040 - Network Sniffing","Spoofing"
"ProductPage","Tampering","Created by Rules Engine","An attacker performs code injection via insecure input validation","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1059 - Command and Scripting Interpreter","Tampering"
"Details","Tampering","Created by Rules Engine","Compromise of certificate issuance process","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1071 - Application Layer Protocol","Tampering"
"Details","Tampering","Created by Rules Engine","Compromise of root CA private key","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1600 - Weaken Encryption","Tampering"
"Details","Denial of Service","Created by Rules Engine","Denial of service against the root CA","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1499 - Endpoint Denial of Service","Denial of Service"
"Reviews","Information Disclosure","Created by Rules Engine","Exposure of sensitive data through code reviews","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1552.001 - Credentials In Files||ATLAS - AML.T0055 - Unsecured Credentials","Information Disclosure"
"Details","Information Disclosure","Created by Rules Engine","Failure to revoke compromised certificates promptly","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1071 - Application Layer Protocol","Information Disclosure"
"Reviews","Elevation of Privilege","Created by Rules Engine","Inadequate access controls for CodeGuru reviewer and profiler","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1578.005 - Modify Cloud Compute Configurations||ATLAS - AML.T0012 - Valid Accounts","Elevation of Privilege"
"Reviews","Information Disclosure","Created by Rules Engine","Insecure handling of code artifacts","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1567 - Exfiltration Over Web Service||ATLAS - AML.T0036 - Data from Information Repositories","Information Disclosure"
"Details","Elevation of Privilege","Created by Rules Engine","Unauthorized access to root CA","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1078 - Valid Accounts","Elevation of Privilege"
