"Component","Use case","Source","Threat","Risk Response","Inherent Risk","Current Risk","Countermeasure progress","Weakness tests","Countermeasure tests","Projected Risk","Owner","MITRE reference","STRIDE-LM"
"ratings service","Elevation of Privilege","Created by Rules Engine","An attacker can exploit misconfigured permissions in the Key-Value Store","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1078 - Valid Accounts||ATT&CK Enterprise - T1098 - Account Manipulation||ATT&CK Enterprise - T1087 - Account Discovery","Elevation of Privilege"
"ratings service","Elevation of Privilege","Created by Rules Engine","An attacker can exploit missing authentication in the Key-Value Store","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1078 - Valid Accounts","Elevation of Privilege"
"ratings service","Information Disclosure","Created by Rules Engine","An attacker can perform data exfiltration through insecure data transit in the Key-Value Store","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1041 - Exfiltration Over C2 Channel||ATT&CK Enterprise - TA0010 - Exfiltration||ATT&CK Enterprise - T1048 - Exfiltration Over Alternative Protocol||ATT&CK Enterprise - T1567 - Exfiltration Over Web Service||ATT&CK Enterprise - T1020 - Automated Exfiltration","Information Disclosure"
"productpage","Tampering","Created by Rules Engine","Data integrity compromise through manipulation of product listings","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1071 - Application Layer Protocol","Tampering"
"productpage","Denial of Service","Created by Rules Engine","Denial of service through resource exhaustion","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1499 - Endpoint Denial of Service","Denial of Service"
"reviews service","Information Disclosure","Created by Rules Engine","Exposure of sensitive data through code reviews","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1552.001 - Credentials In Files||ATLAS - AML.T0055 - Unsecured Credentials","Information Disclosure"
"details service","Information Disclosure","Created by Rules Engine","Exposure of sensitive metadata due to incomplete data masking","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1587 - Develop Capabilities","Information Disclosure"
"reviews service","Elevation of Privilege","Created by Rules Engine","Inadequate access controls for CodeGuru reviewer and profiler","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1578.005 - Modify Cloud Compute Configurations||ATLAS - AML.T0012 - Valid Accounts","Elevation of Privilege"
"productpage","Information Disclosure","Created by Rules Engine","Information disclosure through unsecured API endpoints","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1071 - Application Layer Protocol","Information Disclosure"
"reviews service","Information Disclosure","Created by Rules Engine","Insecure handling of code artifacts","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1567 - Exfiltration Over Web Service||ATLAS - AML.T0036 - Data from Information Repositories","Information Disclosure"
"details service","Information Disclosure","Created by Rules Engine","Lack of encryption for metadata in transit","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1606 - Forge Web Credentials","Information Disclosure"
"details service","Repudiation","Created by Rules Engine","Lack of metadata audit logging","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1078 - Valid Accounts","Repudiation"
"productpage","Tampering","Created by Rules Engine","Manipulation of search results to display incorrect or misleading information","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1071 - Application Layer Protocol","Tampering"
"details service","Information Disclosure","Created by Rules Engine","Metadata leakage during data sharing","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Mobile - T1662 - Data Destruction","Information Disclosure"
"details service","Information Disclosure","Created by Rules Engine","Misconfigured metadata entries","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1595 - Active Scanning","Information Disclosure"
"details service","Information Disclosure","Created by Rules Engine","Unauthorized access to metadata","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1213 - Data from Information Repositories","Information Disclosure"
"productpage","Information Disclosure","Created by Rules Engine","Unauthorized access to product information","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1078 - Valid Accounts","Information Disclosure"
