"Component","Use case","Source","Threat","Risk Response","Inherent Risk","Current Risk","Countermeasure progress","Weakness tests","Countermeasure tests","Projected Risk","Owner","MITRE reference","STRIDE-LM"
"Crossbar.io Broker","Denial of Service","Created by Rules Engine","An attacker can publish data to the MQTT broker to publish spam data","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1499 - Endpoint Denial of Service","Denial of Service"
"Crossbar.io Broker","Information Disclosure","Created by Rules Engine","An attacker can start to subscribe to all topics on an unprotected MQTT broker to gather sensitive data","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1020 - Automated Exfiltration","Information Disclosure"
"Crossbar.io Broker","Information Disclosure","Created by Rules Engine","An attacker monitors information transmitted between logical or physical nodes of a network","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1040 - Network Sniffing","Information Disclosure"
"Crossbar.io Broker","Elevation of Privilege","Created by Rules Engine","Attackers gain unauthorized connection to the resources","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1078 - Valid Accounts","Elevation of Privilege"
"IoTronic Server","Tampering","Created by Rules Engine","Clock drift issues","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1497.003 - Time Based Evasion","Tampering"
"Device WSTUN Client","Elevation of Privilege","Created by Rules Engine","Configuration drift, mis-configuration and software/firmware vulnerabilities","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1078 - Valid Accounts","Elevation of Privilege"
"IoTronic Server","Elevation of Privilege","Created by Rules Engine","Confused deputy problem","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1068 - Exploitation for Privilege Escalation","Elevation of Privilege"
"IoTronic UI","Information Disclosure","Created by Rules Engine","Data transmitted over insecure channels may be intercepted, leading to potential breaches","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1040 - Network Sniffing","Information Disclosure"
"IoTronic UI","Denial of Service","Created by Rules Engine","Denial of Service attacks can overwhelm the system, resulting in service disruptions and potential exploitation","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1498 - Network Denial of Service","Denial of Service"
"IoTronic Server","Spoofing","Created by Rules Engine","Device identity conflicts","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1040 - Network Sniffing","Spoofing"
