"Component","Use case","Source","Threat","Risk Response","Inherent Risk","Current Risk","Countermeasure progress","Weakness tests","Countermeasure tests","Projected Risk","Owner","MITRE reference","STRIDE-LM"
"IoT Nodes","Denial of Service","Created by Rules Engine","Attackers can overwhelm the IoT system, rendering it inoperable","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1499 - Endpoint Denial of Service","Denial of Service"
"IoT Nodes","Information Disclosure","Created by Rules Engine","Attackers may exploit power, timing, or electromagnetic leaks to extract sensitive data","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1046 - Network Service Discovery","Information Disclosure"
"IoT Nodes","Elevation of Privilege","Created by Rules Engine","Attackers might gain unauthorized access to the OS through weak access controls","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1078 - Valid Accounts","Elevation of Privilege"
"IoT Nodes","Elevation of Privilege","Created by Rules Engine","Bugs or insecure code can be exploited by attackers","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1190 - Exploit Public-Facing Application","Elevation of Privilege"
"WSTUN","Denial of Service","Created by Rules Engine","Challenge Collapsar (CC) Attacks","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1499 - Endpoint Denial of Service","Denial of Service"
"IoTronic","Tampering","Created by Rules Engine","Clock drift issues","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1497.003 - Time Based Evasion","Tampering"
"WSTUN","Tampering","Created by Rules Engine","Command or code injection","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1059 - Command and Scripting Interpreter","Tampering"
"IoT Nodes","Tampering","Created by Rules Engine","Components or software may be compromised before reaching the end user","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1195 - Supply Chain Compromise","Tampering"
"IoTronic","Elevation of Privilege","Created by Rules Engine","Confused deputy problem","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1068 - Exploitation for Privilege Escalation","Elevation of Privilege"
"WSTUN","Spoofing","Created by Rules Engine","Cross-site request forgery (CSRF)","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata",,"Spoofing"
