"Component","Use case","Source","Threat","Risk Response","Inherent Risk","Current Risk","Countermeasure progress","Weakness tests","Countermeasure tests","Projected Risk","Owner","MITRE reference","STRIDE-LM"
"Crossbar.IO Broker","Denial of Service","Created by Rules Engine","An attacker can publish data to the MQTT broker to publish spam data","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1499 - Endpoint Denial of Service","Denial of Service"
"Crossbar.IO Broker","Information Disclosure","Created by Rules Engine","An attacker can start to subscribe to all topics on an unprotected MQTT broker to gather sensitive data","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1020 - Automated Exfiltration","Information Disclosure"
"Crossbar.IO Broker","Information Disclosure","Created by Rules Engine","An attacker monitors information transmitted between logical or physical nodes of a network","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1040 - Network Sniffing","Information Disclosure"
"Database (MySQL)","Denial of Service","Created by Rules Engine","Attackers cause Denial of Service (DoS) on MySQL","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1499 - Endpoint Denial of Service","Denial of Service"
"IoTronic-UI","Elevation of Privilege","Created by Rules Engine","Attackers escalate privileges due to inadequate RBAC policies","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1068 - Exploitation for Privilege Escalation","Elevation of Privilege"
"Database (MySQL)","Elevation of Privilege","Created by Rules Engine","Attackers escalate privileges within MySQL","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1528 - Steal Application Access Token","Elevation of Privilege"
"Database (MySQL)","Tampering","Created by Rules Engine","Attackers exploit SQL injection vulnerabilities","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1190 - Exploit Public-Facing Application","Tampering"
"Database (MySQL)","Elevation of Privilege","Created by Rules Engine","Attackers exploit unpatched vulnerabilities","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1068 - Exploitation for Privilege Escalation","Elevation of Privilege"
"Database (MySQL)","Information Disclosure","Created by Rules Engine","Attackers gain unauthorized access to MySQL","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1558 - Steal or Forge Kerberos Tickets","Information Disclosure"
"Crossbar.IO Broker","Elevation of Privilege","Created by Rules Engine","Attackers gain unauthorized connection to the resources","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1078 - Valid Accounts","Elevation of Privilege"
