"Component","Use case","Source","Threat","Risk Response","Inherent Risk","Current Risk","Countermeasure progress","Weakness tests","Countermeasure tests","Projected Risk","Owner","MITRE reference","STRIDE-LM"
"WSTUN System","Tampering","Created by Rules Engine","An attacker can coerce the application to send a crafted request to an unexpected destination","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1556 - Modify Authentication Process","Tampering"
"S4T Cloud Management","Information Disclosure","Created by Rules Engine","An attacker compromises infrastructure-as-code (IaC) templates to introduce vulnerabilities in IBM Cloud Schematics deployments","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - TA0009 - Collection","Information Disclosure"
"WSTUN System","Spoofing","Created by Rules Engine","An attacker crafts malicious web links and distributes them hoping to induce users to click on the link and execute the malicious action against some third-party application","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1192 - Spearphishing Link","Spoofing"
"S4T Cloud Management","Elevation of Privilege","Created by Rules Engine","An attacker exploits insecure API endpoints to manipulate IBM Cloud Schematics resources","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - TA0004 - Privilege Escalation","Elevation of Privilege"
"S4T Cloud Management","Spoofing","Created by Rules Engine","An attacker exploits weak authentication mechanisms to gain unauthorized access to IBM Cloud Schematics","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - TA0006 - Credential Access","Spoofing"
"S4T Cloud Management","Elevation of Privilege","Created by Rules Engine","An attacker leverages insufficient access controls to escalate privileges within IBM Cloud Schematics","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - TA0004 - Privilege Escalation","Elevation of Privilege"
"S4T Cloud Management","Denial of Service","Created by Rules Engine","An attacker performs a denial-of-service (DoS) attack on IBM Cloud Schematics resources, disrupting critical services","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1499 - Endpoint Denial of Service","Denial of Service"
"WSTUN System","Tampering","Created by Rules Engine","Attackers can gain access to the application with the serialized objects injection","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1221 - Template Injection","Tampering"
"IoT Endpoint Nodes","Denial of Service","Created by Rules Engine","Attackers can overwhelm the IoT system, rendering it inoperable","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1499 - Endpoint Denial of Service","Denial of Service"
"Database (MySQL)","Denial of Service","Created by Rules Engine","Attackers cause Denial of Service (DoS) on MySQL","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1499 - Endpoint Denial of Service","Denial of Service"
