"Component","Use case","Source","Threat","Risk Response","Inherent Risk","Current Risk","Countermeasure progress","Weakness tests","Countermeasure tests","Projected Risk","Owner","MITRE reference","STRIDE-LM"
"Reviews Service","Elevation of Privilege","Created by Rules Engine","An attacker exploits weak access control to access premium subscription features without authorization","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1070 - Indicator Removal||ATT&CK Enterprise - T1078 - Valid Accounts","Elevation of Privilege"
"Reviews Service","Tampering","Created by Rules Engine","An attacker manipulates subscription data without detection","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1005 - Data from Local System||ATT&CK Enterprise - T1070 - Indicator Removal","Tampering"
"Reviews Service","Tampering","Created by Rules Engine","An attacker manipulates subscription renewal logic to gain unauthorized extended access","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1078 - Valid Accounts||ATT&CK Enterprise - T1505 - Server Software Component","Tampering"
"Reviews Service","Information Disclosure","Created by Rules Engine","An attacker performs a subscription enumeration attack to gather user data","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1203 - Exploitation for Client Execution","Information Disclosure"
"Reviews Service","Tampering","Created by Rules Engine","An attacker utilizes an insecure API to modify subscription data in transit","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1040 - Network Sniffing||ATT&CK Enterprise - T1071 - Application Layer Protocol","Tampering"
"Details Service","Information Disclosure","Created by Rules Engine","Attacker exploit misconfiguration and vulnerable third-party","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1195 - Supply Chain Compromise||ATT&CK Enterprise - T1210 - Exploitation of Remote Services||ATT&CK Enterprise - T1485 - Data Destruction||ATT&CK Enterprise - T1486 - Data Encrypted for Impact||ATT&CK Enterprise - T1499 - Endpoint Denial of Service||ATT&CK Enterprise - T1548 - Abuse Elevation Control Mechanism||ATT&CK Enterprise - T1553 - Subvert Trust Controls","Elevation of Privilege||Information Disclosure||Tampering"
"Details Service","Elevation of Privilege","Created by Rules Engine","Attackers gain elevated privileges or unauthorized access","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1078 - Valid Accounts||ATT&CK Enterprise - T1098 - Account Manipulation||ATT&CK Enterprise - T1110 - Brute Force||ATT&CK Enterprise - T1133 - External Remote Services||ATT&CK Enterprise - T1199 - Trusted Relationship||ATT&CK Enterprise - T1548 - Abuse Elevation Control Mechanism||ATT&CK Enterprise - T1556 - Modify Authentication Process||ATT&CK Enterprise - T1563 - Remote Service Session Hijacking","Elevation of Privilege||Spoofing"
"Details Service","Spoofing","Created by Rules Engine","Attackers obtain unauthorized access from unsecure session management","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1078 - Valid Accounts||ATT&CK Enterprise - T1110 - Brute Force||ATT&CK Enterprise - T1550 - Use Alternate Authentication Material||ATT&CK Enterprise - T1566.002 - Spearphishing Link","Spoofing||Tampering"
"Details Service","Tampering","Created by Rules Engine","Attackers perform injection attacks in product catalog","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1059.001 - PowerShell||ATT&CK Enterprise - T1059.003 - Windows Command Shell||ATT&CK Enterprise - T1059.007 - JavaScript||ATT&CK Enterprise - T1068 - Exploitation for Privilege Escalation||ATT&CK Enterprise - T1190 - Exploit Public-Facing Application||ATT&CK Enterprise - T1211 - Exploitation for Defense Evasion||ATT&CK Enterprise - T1505.003 - Web Shell||ATT&CK Enterprise - T1566.001 - Spearphishing Attachment||ATT&CK Enterprise - T1566.002 - Spearphishing Link","Elevation of Privilege||Tampering"
"Details Service","Information Disclosure","Created by Rules Engine","Attackers take advantage of insecure communication channels and weakly protected sensitive data exposure","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1027 - Obfuscated Files or Information||ATT&CK Enterprise - T1157 - Dylib Hijacking||ATT&CK Enterprise - T1486 - Data Encrypted for Impact||ATT&CK Enterprise - T1499 - Endpoint Denial of Service||ATT&CK Enterprise - T1534 - Internal Spearphishing||ATT&CK Enterprise - T1552 - Unsecured Credentials||ATT&CK Enterprise - T1564.001 - Hidden Files and Directories||ATT&CK Enterprise - T1564.004 - NTFS File Attributes||ATT&CK Enterprise - T1573.002 - Asymmetric Cryptography||ATT&CK Enterprise - T1606 - Forge Web Credentials","Information Disclosure"
"Ratings Service","Tampering","Created by Rules Engine","Data corruption through improper configuration or synchronization issues","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1074 - Data Staged","Tampering"
"Details Service","Information Disclosure","Created by Rules Engine","Data exposure through inadequate error handling","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1082 - System Information Discovery||ATT&CK Enterprise - T1210 - Exploitation of Remote Services||ATT&CK Enterprise - T1505 - Server Software Component||ATT&CK Enterprise - T1588.006 - Vulnerabilities||ATT&CK Enterprise - T1589 - Gather Victim Identity Information||ATT&CK Enterprise - T1592 - Gather Victim Host Information","Information Disclosure"
"Productpage Service","Tampering","Created by Rules Engine","Data integrity compromise through manipulation of product listings","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1071 - Application Layer Protocol","Tampering"
"Ratings Service","Information Disclosure","Created by Rules Engine","Data leakage due to unencrypted data storage or transmission","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1552 - Unsecured Credentials","Information Disclosure"
"Ratings Service","Denial of Service","Created by Rules Engine","Denial of Service (DoS) through resource exhaustion","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1499 - Endpoint Denial of Service","Denial of Service"
"Productpage Service","Denial of Service","Created by Rules Engine","Denial of service through resource exhaustion","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1499 - Endpoint Denial of Service","Denial of Service"
"Productpage Service","Information Disclosure","Created by Rules Engine","Information disclosure through unsecured API endpoints","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1071 - Application Layer Protocol","Information Disclosure"
"Ratings Service","Tampering","Created by Rules Engine","Insider threat leading to unauthorized data manipulation in distributed databases","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1074 - Data Staged","Tampering"
