"Component","Use case","Source","Threat","Risk Response","Inherent Risk","Current Risk","Countermeasure progress","Weakness tests","Countermeasure tests","Projected Risk","Owner","MITRE reference","STRIDE-LM"
"productpage","Information Disclosure","Created by Rules Engine","Attacker exploit misconfiguration and vulnerable third-party","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1195 - Supply Chain Compromise||ATT&CK Enterprise - T1210 - Exploitation of Remote Services||ATT&CK Enterprise - T1485 - Data Destruction||ATT&CK Enterprise - T1486 - Data Encrypted for Impact||ATT&CK Enterprise - T1499 - Endpoint Denial of Service||ATT&CK Enterprise - T1548 - Abuse Elevation Control Mechanism||ATT&CK Enterprise - T1553 - Subvert Trust Controls","Elevation of Privilege||Information Disclosure||Tampering"
"reviews","Tampering","Created by Rules Engine","Attackers compromise images by modifying their content","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1578 - Modify Cloud Compute Infrastructure","Tampering"
"details","Tampering","Created by Rules Engine","Attackers compromise images by modifying their content","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1578 - Modify Cloud Compute Infrastructure","Tampering"
"reviews","Tampering","Created by Rules Engine","Attackers gain access to sensitive data through injecting code in the repositories","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - TA0011 - Command and Control","Tampering"
"details","Tampering","Created by Rules Engine","Attackers gain access to sensitive data through injecting code in the repositories","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - TA0011 - Command and Control","Tampering"
"productpage","Elevation of Privilege","Created by Rules Engine","Attackers gain elevated privileges or unauthorized access","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1078 - Valid Accounts||ATT&CK Enterprise - T1098 - Account Manipulation||ATT&CK Enterprise - T1110 - Brute Force||ATT&CK Enterprise - T1133 - External Remote Services||ATT&CK Enterprise - T1199 - Trusted Relationship||ATT&CK Enterprise - T1548 - Abuse Elevation Control Mechanism||ATT&CK Enterprise - T1556 - Modify Authentication Process||ATT&CK Enterprise - T1563 - Remote Service Session Hijacking","Elevation of Privilege||Spoofing"
"productpage","Spoofing","Created by Rules Engine","Attackers obtain unauthorized access from unsecure session management","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1078 - Valid Accounts||ATT&CK Enterprise - T1110 - Brute Force||ATT&CK Enterprise - T1550 - Use Alternate Authentication Material||ATT&CK Enterprise - T1566.002 - Spearphishing Link","Spoofing||Tampering"
"productpage","Tampering","Created by Rules Engine","Attackers perform injection attacks in product catalog","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1059.001 - PowerShell||ATT&CK Enterprise - T1059.003 - Windows Command Shell||ATT&CK Enterprise - T1059.007 - JavaScript||ATT&CK Enterprise - T1068 - Exploitation for Privilege Escalation||ATT&CK Enterprise - T1190 - Exploit Public-Facing Application||ATT&CK Enterprise - T1211 - Exploitation for Defense Evasion||ATT&CK Enterprise - T1505.003 - Web Shell||ATT&CK Enterprise - T1566.001 - Spearphishing Attachment||ATT&CK Enterprise - T1566.002 - Spearphishing Link","Elevation of Privilege||Tampering"
"productpage","Information Disclosure","Created by Rules Engine","Attackers take advantage of insecure communication channels and weakly protected sensitive data exposure","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1027 - Obfuscated Files or Information||ATT&CK Enterprise - T1157 - Dylib Hijacking||ATT&CK Enterprise - T1486 - Data Encrypted for Impact||ATT&CK Enterprise - T1499 - Endpoint Denial of Service||ATT&CK Enterprise - T1534 - Internal Spearphishing||ATT&CK Enterprise - T1552 - Unsecured Credentials||ATT&CK Enterprise - T1564.001 - Hidden Files and Directories||ATT&CK Enterprise - T1564.004 - NTFS File Attributes||ATT&CK Enterprise - T1573.002 - Asymmetric Cryptography||ATT&CK Enterprise - T1606 - Forge Web Credentials","Information Disclosure"
"reviews","Information Disclosure","Created by Rules Engine","Attackers use known cloud vulnerabilities to access unauthorized data","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1190 - Exploit Public-Facing Application","Information Disclosure"
"details","Information Disclosure","Created by Rules Engine","Attackers use known cloud vulnerabilities to access unauthorized data","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1190 - Exploit Public-Facing Application","Information Disclosure"
"reviews","Denial of Service","Created by Rules Engine","Availability is compromised through attacks against scalability configuration","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1498 - Network Denial of Service","Denial of Service"
"details","Denial of Service","Created by Rules Engine","Availability is compromised through attacks against scalability configuration","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1498 - Network Denial of Service","Denial of Service"
"productpage","Information Disclosure","Created by Rules Engine","Data exposure through inadequate error handling","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1082 - System Information Discovery||ATT&CK Enterprise - T1210 - Exploitation of Remote Services||ATT&CK Enterprise - T1505 - Server Software Component||ATT&CK Enterprise - T1588.006 - Vulnerabilities||ATT&CK Enterprise - T1589 - Gather Victim Identity Information||ATT&CK Enterprise - T1592 - Gather Victim Host Information","Information Disclosure"
"reviews","Denial of Service","Created by Rules Engine","Excessive allocation","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1499 - Endpoint Denial of Service","Denial of Service"
"details","Denial of Service","Created by Rules Engine","Excessive allocation","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1499 - Endpoint Denial of Service","Denial of Service"
"reviews","Repudiation","Created by Rules Engine","Exploitation of insufficient logging and monitoring","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1562 - Impair Defenses","Repudiation"
"details","Repudiation","Created by Rules Engine","Exploitation of insufficient logging and monitoring","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1562 - Impair Defenses","Repudiation"
