"Component","Use case","Source","Threat","Risk Response","Inherent Risk","Current Risk","Countermeasure progress","Weakness tests","Countermeasure tests","Projected Risk","Owner","MITRE reference","STRIDE-LM"
"Virtual Machine 3","Denial of Service","Created by Rules Engine","Accidental or malicious deletion of Load Balancer","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1485 - Data Destruction","Denial of Service"
"Virtual Machine 2","Denial of Service","Created by Rules Engine","Attackers cause Denial of Service (DoS) on MySQL","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1499 - Endpoint Denial of Service","Denial of Service"
"Virtual Machine 2","Elevation of Privilege","Created by Rules Engine","Attackers escalate privileges within MySQL","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1528 - Steal Application Access Token","Elevation of Privilege"
"Virtual Machine 2","Tampering","Created by Rules Engine","Attackers exploit SQL injection vulnerabilities","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1190 - Exploit Public-Facing Application","Tampering"
"Virtual Machine 2","Elevation of Privilege","Created by Rules Engine","Attackers exploit unpatched vulnerabilities","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1068 - Exploitation for Privilege Escalation","Elevation of Privilege"
"Virtual Machine 2","Information Disclosure","Created by Rules Engine","Attackers gain unauthorized access to MySQL","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1558 - Steal or Forge Kerberos Tickets","Information Disclosure"
"Virtual Machine 2","Information Disclosure","Created by Rules Engine","Attackers intercept unencrypted database traffic","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1040 - Network Sniffing","Information Disclosure"
"Virtual Machine 2","Information Disclosure","Created by Rules Engine","Attackers steal sensitive data from the database","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1531 - Account Access Removal","Information Disclosure"
"Virtual Machine 1","Information Disclosure","Created by Rules Engine","Data exposure through instance metadata","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1526 - Cloud Service Discovery","Information Disclosure"
"Virtual Machine 3","Tampering","Created by Rules Engine","Desynchronization attacks","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1190 - Exploit Public-Facing Application","Tampering"
"Virtual Machine 1","Information Disclosure","Created by Rules Engine","Improper network security","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1046 - Network Service Discovery","Information Disclosure"
"Virtual Machine 3","Tampering","Created by Rules Engine","Insecure cross-zone Load Balancing","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1526 - Cloud Service Discovery","Tampering"
"Virtual Machine 1","Elevation of Privilege","Created by Rules Engine","Insecure instance configuration","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1048 - Exfiltration Over Alternative Protocol","Elevation of Privilege"
"Virtual Machine 3","Repudiation","Created by Rules Engine","Lack of logging and monitoring","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1562 - Impair Defenses","Repudiation"
"Virtual Machine 1","Elevation of Privilege","Created by Rules Engine","Unauthorized user access","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1078 - Valid Accounts","Elevation of Privilege"
"Virtual Machine 1","Elevation of Privilege","Created by Rules Engine","Unpatched vulnerabilities","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1190 - Exploit Public-Facing Application","Elevation of Privilege"
"Virtual Machine 3","Tampering","Created by Rules Engine","Vulnerabilities in web applications","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1190 - Exploit Public-Facing Application","Tampering"
