"Component","Use case","Source","Threat","Risk Response","Inherent Risk","Current Risk","Countermeasure progress","Weakness tests","Countermeasure tests","Projected Risk","Owner","MITRE reference","STRIDE-LM"
"Microcontroller","Tampering","Created by Rules Engine","An attacker exploits buffer overflow vulnerabilities in the embedded controller","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1203 - Exploitation for Client Execution","Tampering"
"Microcontroller","Elevation of Privilege","Created by Rules Engine","An attacker injects malicious firmware to gain control over the device","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1070.003 - Clear Command History","Elevation of Privilege"
"Microcontroller","Tampering","Created by Rules Engine","An attacker intercepts communication and manipulates control signals","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1040 - Network Sniffing","Tampering"
"Gamepad","General","Created by Rules Engine","An unprivileged user is able to gain privileged access to vehicle systems","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata",,
"Web Service","Denial of Service","Created by Rules Engine","Attackers abuse the service, e.g., lack of rate limiting","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1110 - Brute Force||ATT&CK Enterprise - T1498 - Network Denial of Service||ATT&CK Enterprise - T1499 - Endpoint Denial of Service||ATT&CK Enterprise - TA0040 - Impact","Denial of Service"
"Web Service","Information Disclosure","Created by Rules Engine","Attackers access information, including secrets, through misconfiguration, errors, or logging","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1190 - Exploit Public-Facing Application||ATT&CK Enterprise - T1213 - Data from Information Repositories||ATT&CK Enterprise - T1552 - Unsecured Credentials||ATT&CK Enterprise - T1567 - Exfiltration Over Web Service||ATT&CK Enterprise - TA0001 - Initial Access||ATT&CK Enterprise - TA0009 - Collection","Elevation of Privilege||Information Disclosure"
"Web Service","Elevation of Privilege","Created by Rules Engine","Attackers bypass authentication and gain unauthorized access","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1556 - Modify Authentication Process||ATT&CK Enterprise - TA0001 - Initial Access||ATT&CK Enterprise - TA0005 - Defense Evasion||ATT&CK Enterprise - TA0006 - Credential Access||ATT&CK Enterprise - TA0008 - Lateral Movement","Elevation of Privilege||Lateral Movement"
"Web Service","Elevation of Privilege","Created by Rules Engine","Attackers craft and inject malicious content, e.g., SQLi","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1055 - Process Injection||ATT&CK Enterprise - T1059 - Command and Scripting Interpreter||ATT&CK Enterprise - T1190 - Exploit Public-Facing Application||ATT&CK Enterprise - T1202 - Indirect Command Execution||ATT&CK Enterprise - T1220 - XSL Script Processing||ATT&CK Enterprise - T1221 - Template Injection||ATT&CK Enterprise - TA0004 - Privilege Escalation||ATT&CK Enterprise - TA0005 - Defense Evasion||ATT&CK Mobile - T1516 - Input Injection","Elevation of Privilege"
"LAN Network","Tampering","Created by Rules Engine","Attackers execute unauthorized physical tampering","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1200 - Hardware Additions||EMB3D - TID-107 - Unauthorized Direct Memory Access (DMA)","Tampering"
"Microcontroller","Elevation of Privilege","Created by Rules Engine","Attackers exploit weak access control to take over the embedded controller","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1078 - Valid Accounts","Elevation of Privilege"
"LAN Network","Tampering","Created by Rules Engine","Attackers inject malicious devices","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1200 - Hardware Additions||EMB3D - TID-211 - Device Allows Unauthenticated Firmware Installation","Tampering"
"LAN Network","Information Disclosure","Created by Rules Engine","Attackers intercept data communications","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","EMB3D - TID-114 - Peripheral Data Bus Interception","Information Disclosure"
"Web Service","Tampering","Created by Rules Engine","Attackers leverage deserialization flaws to execute malicious code","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1190 - Exploit Public-Facing Application||ATT&CK Enterprise - T1203 - Exploitation for Client Execution||ATT&CK Enterprise - T1210 - Exploitation of Remote Services||ATT&CK Enterprise - TA0001 - Initial Access||ATT&CK Enterprise - TA0002 - Execution","Elevation of Privilege||Tampering"
"LAN Network","Spoofing","Created by Rules Engine","Attackers perform MAC spoofing attacks","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-406 - Unauthorized Messages or Connections","Spoofing"
"Web Service","Tampering","Created by Rules Engine","Attackers use man-in-the-middle (MitM) to intercept communications","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1040 - Network Sniffing||ATT&CK Enterprise - T1557 - Adversary-in-the-Middle||ATT&CK Enterprise - T1584 - Compromise Infrastructure||ATT&CK Enterprise - TA0006 - Credential Access||ATT&CK Enterprise - TA0007 - Discovery||ATT&CK Enterprise - TA0009 - Collection","Information Disclosure||Tampering"
"Gamepad","General","Created by Rules Engine","Communication channels permit untrusted/unreliable messages to be accepted or are vulnerable to session hijacking/replay attacks","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata",,
"Gamepad","General","Created by Rules Engine","Communication channels used to conduct unauthorized manipulation, deletion or other amendments to vehicle held code/data","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata",,
"PC","Tampering","Created by Rules Engine","Compromised AI/ML model integrity","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata",,"Tampering"
"Gamepad","General","Created by Rules Engine","Cryptographic technologies can be compromised or are insufficiently applied","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata",,
"PC","Information Disclosure","Created by Rules Engine","Data leakage from telemetry repositories","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","EMB3D - TID-114 - Peripheral Data Bus Interception","Information Disclosure"
"Gamepad","General","Created by Rules Engine","Data loss - data breach from vehicle","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata",,
"Speed Sensor","Information Disclosure","Created by Rules Engine","Data transmission interception","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","EMB3D - TID-114 - Peripheral Data Bus Interception","Information Disclosure"
"Microcontroller","Denial of Service","Created by Rules Engine","Denial-of-Service attack renders the embedded controller inoperable","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1499 - Endpoint Denial of Service","Denial of Service"
"Gamepad","General","Created by Rules Engine","Denial of service attacks via communication channels to disrupt vehicle functions","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata",,
"PC","Denial of Service","Created by Rules Engine","Denial of service via malformed A1 requests","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","EMB3D - TID-405 - Network Stack Resource Exhaustion","Denial of Service"
"Gamepad","General","Created by Rules Engine","Devices connected to external interfaces e.g. USB ports, OBD port, used as a means to attack vehicle systems","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata",,
"Gamepad","General","Created by Rules Engine","Disruption of systems or operations","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata",,
"Speed Sensor","Denial of Service","Created by Rules Engine","Environmental interference and EMI","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-105 - Hardware Fault Injection – Control Flow Modification","Denial of Service"
"Gamepad","General","Created by Rules Engine","Erasure of data/code","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata",,
"Gamepad","General","Created by Rules Engine","Extraction of vehicle data/code","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata",,
"Gamepad","General","Created by Rules Engine","Hosted 3rd party software, e.g. entertainment applications, used as a means to attack vehicle systems","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata",,
"Gamepad","General","Created by Rules Engine","Information can be readily disclosed. For example, through eavesdropping on communications or through allowing unauthorized access to sensitive files or folders","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata",,
"PC","Information Disclosure","Created by Rules Engine","Insecure secrets management","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-212 - FW/SW Update Integrity Shared Secrets Extraction","Information Disclosure"
"PC","Information Disclosure","Created by Rules Engine","Insufficient logging and monitoring","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1562.003 - Impair Command History Logging","Information Disclosure"
"Gamepad","General","Created by Rules Engine","Introduction of malware","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata",,
"Gamepad","General","Created by Rules Engine","Introduction of new software or overwrite existing software","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata",,
"Gamepad","General","Created by Rules Engine","It is possible to deny legitimate updates","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata",,
"Gamepad","General","Created by Rules Engine","Manipulation of the connectivity of vehicle functions enables a cyber-attack","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata",,
"Gamepad","General","Created by Rules Engine","Manipulation of vehicle data/code","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata",,
"Gamepad","General","Created by Rules Engine","Manipulation of vehicle parameters","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata",,
"Gamepad","General","Created by Rules Engine","Messages received by the vehicle (for example X2V or diagnostic messages), or transmitted within it, contain malicious content","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata",,
"Gamepad","General","Created by Rules Engine","Misuse or compromise of update procedures","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata",,
"Gamepad","General","Created by Rules Engine","Network design introduces vulnerabilities","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata",,
"Jetson Nano","Tampering","Created by Rules Engine","Outdated firmware vulnerabilities","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-216 - Firmware Update Rollbacks Allowed","Tampering"
"Gamepad","General","Created by Rules Engine","Parts or supplies could be compromised to permit vehicles to be attacked","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata",,
"Gamepad","General","Created by Rules Engine","Physical manipulation of systems to enable an attack","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata",,
"Speed Sensor","Tampering","Created by Rules Engine","Signal injection and manipulation","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-325 - HTTP Injection/Response Splitting","Tampering"
"Gamepad","General","Created by Rules Engine","Software or hardware development permits vulnerabilities","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata",,
"Gamepad","General","Created by Rules Engine","Spoofing of messages or data received by the vehicle","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata",,
"Jetson Nano","Tampering","Created by Rules Engine","Supply chain attacks","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-116 - Latent Privileged Access Port","Tampering"
"PC","Information Disclosure","Created by Rules Engine","Supply chain vulnerabilities in container images","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-303 - Excessive Trust in Offboard Management/IDE Software","Information Disclosure"
"PC","Elevation of Privilege","Created by Rules Engine","Unauthorized access to management interfaces","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-310 - Remotely Accessible Unauthenticated Services","Elevation of Privilege"
"Speed Sensor","Tampering","Created by Rules Engine","Unauthorized physical tampering","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-106 - Data Bus Interception","Tampering"
"Jetson Nano","Tampering","Created by Rules Engine","Unauthorized physical tampering","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Low","Low","0%","Not tested","Not tested","Low","Daniele Granata","EMB3D - TID-406 - Unauthorized Messages or Connections","Tampering"
"PC","Information Disclosure","Created by Rules Engine","Unencrypted A1 interface traffic","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","EMB3D - TID-408 - Unencrypted Sensitive Data Communication","Information Disclosure"
"Jetson Nano","Information Disclosure","Created by Rules Engine","Unencrypted data transmission","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","EMB3D - TID-408 - Unencrypted Sensitive Data Communication","Information Disclosure"
"Gamepad","General","Created by Rules Engine","Viruses embedded in communication media are able to infect vehicle systems","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata",,
