"Component","Use case","Source","Threat","Risk Response","Inherent Risk","Current Risk","Countermeasure progress","Weakness tests","Countermeasure tests","Projected Risk","Owner","MITRE reference","STRIDE-LM"
"Joystick","Information Disclosure","Created by Rules Engine","An attacker exploits security vulnerabilities in the application to gain access to cardholder data","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1213 - Data from Information Repositories","Information Disclosure"
"Joystick","Information Disclosure","Created by Rules Engine","An attacker gains access to cardholder data through security flaws in the application","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1069 - Permission Groups Discovery","Information Disclosure"
"Web Service","Denial of Service","Created by Rules Engine","Attackers abuse the service, e.g., lack of rate limiting","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1110 - Brute Force||ATT&CK Enterprise - T1498 - Network Denial of Service||ATT&CK Enterprise - T1499 - Endpoint Denial of Service||ATT&CK Enterprise - TA0040 - Impact","Denial of Service"
"Web Service","Information Disclosure","Created by Rules Engine","Attackers access information, including secrets, through misconfiguration, errors, or logging","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1190 - Exploit Public-Facing Application||ATT&CK Enterprise - T1213 - Data from Information Repositories||ATT&CK Enterprise - T1552 - Unsecured Credentials||ATT&CK Enterprise - T1567 - Exfiltration Over Web Service||ATT&CK Enterprise - TA0001 - Initial Access||ATT&CK Enterprise - TA0009 - Collection","Elevation of Privilege||Information Disclosure"
"Camera CSI","Elevation of Privilege","Created by Rules Engine","Attackers attempt to brute force weak camera passwords","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","EMB3D - TID-314 - Passwords Can Be Guessed Using Brute-Force Attempts","Elevation of Privilege"
"Web Service","Elevation of Privilege","Created by Rules Engine","Attackers bypass authentication and gain unauthorized access","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1556 - Modify Authentication Process||ATT&CK Enterprise - TA0001 - Initial Access||ATT&CK Enterprise - TA0005 - Defense Evasion||ATT&CK Enterprise - TA0006 - Credential Access||ATT&CK Enterprise - TA0008 - Lateral Movement","Elevation of Privilege||Lateral Movement"
"Servo","Elevation of Privilege","Created by Rules Engine","Attackers carry out cross-service attacks","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1189 - Drive-by Compromise||ATT&CK Enterprise - TA0008 - Lateral Movement||ATT&CK Enterprise - T1190 - Exploit Public-Facing Application||ATT&CK Enterprise - T1102 - Web Service||ATT&CK Enterprise - TA0011 - Command and Control||ATT&CK Enterprise - T1505 - Server Software Component","Elevation of Privilege||Lateral Movement"
"Servo","Denial of Service","Created by Rules Engine","Attackers cause a service disruption, e.g., DoS","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - TA0040 - Impact||ATT&CK Enterprise - T1110 - Brute Force||ATT&CK Enterprise - T1498 - Network Denial of Service||ATT&CK Enterprise - T1499 - Endpoint Denial of Service","Denial of Service||Tampering"
"Jupyter Lab","Spoofing","Created by Rules Engine","Attackers conduct phishing attacks through deceptive websites","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1566 - Phishing","Spoofing"
"Web Service","Elevation of Privilege","Created by Rules Engine","Attackers craft and inject malicious content, e.g., SQLi","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1055 - Process Injection||ATT&CK Enterprise - T1059 - Command and Scripting Interpreter||ATT&CK Enterprise - T1190 - Exploit Public-Facing Application||ATT&CK Enterprise - T1202 - Indirect Command Execution||ATT&CK Enterprise - T1220 - XSL Script Processing||ATT&CK Enterprise - T1221 - Template Injection||ATT&CK Enterprise - TA0004 - Privilege Escalation||ATT&CK Enterprise - TA0005 - Defense Evasion||ATT&CK Mobile - T1516 - Input Injection","Elevation of Privilege"
"Jupyter Lab","Tampering","Created by Rules Engine","Attackers distribute malware through compromised browser extensions","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1204 - User Execution","Tampering"
"LAN Network","Tampering","Created by Rules Engine","Attackers execute unauthorized physical tampering","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1200 - Hardware Additions||EMB3D - TID-107 - Unauthorized Direct Memory Access (DMA)","Tampering"
"Jupyter Lab","Elevation of Privilege","Created by Rules Engine","Attackers exploit browser vulnerabilities to execute malicious code","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1203 - Exploitation for Client Execution","Elevation of Privilege"
"Camera CSI","Tampering","Created by Rules Engine","Attackers exploit vulnerabilities in camera firmware or software","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","EMB3D - TID-211 - Device Allows Unauthenticated Firmware Installation","Tampering"
"Servo","Information Disclosure","Created by Rules Engine","Attackers gain access to information about the server, e.g., verbose errors or misconfiguration","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1087 - Account Discovery||ATT&CK Enterprise - T1190 - Exploit Public-Facing Application||ATT&CK Enterprise - TA0001 - Initial Access||ATT&CK Enterprise - T1082 - System Information Discovery||ATT&CK Enterprise - TA0007 - Discovery","Information Disclosure"
"Camera CSI","Elevation of Privilege","Created by Rules Engine","Attackers gain unauthorized access to camera controls or administrative interface","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","EMB3D - TID-107 - Unauthorized Direct Memory Access (DMA)","Elevation of Privilege"
"LAN Network","Tampering","Created by Rules Engine","Attackers inject malicious devices","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1200 - Hardware Additions||EMB3D - TID-211 - Device Allows Unauthenticated Firmware Installation","Tampering"
"Jupyter Lab","Information Disclosure","Created by Rules Engine","Attackers inject malicious scripts via cross-site scripting (XSS)","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1059 - Command and Scripting Interpreter","Information Disclosure"
"Servo","Spoofing","Created by Rules Engine","Attackers intercept and tamper with data","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1036 - Masquerading||ATT&CK Enterprise - T1001 - Data Obfuscation||ATT&CK Enterprise - T1056 - Input Capture||ATT&CK Enterprise - T1557 - Adversary-in-the-Middle","Spoofing||Tampering"
"Jupyter Lab","Spoofing","Created by Rules Engine","Attackers intercept browser communications through man-in-the-middle (MitM) attacks","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - TA0011 - Command and Control","Spoofing"
