"Component","Use case","Source","Threat","Risk Response","Inherent Risk","Current Risk","Countermeasure progress","Weakness tests","Countermeasure tests","Projected Risk","Owner","MITRE reference","STRIDE-LM"
"Control Plane","Elevation of Privilege","Created by Rules Engine","Abuse kubelet and service account permissions to escalate privileges","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1528 - Steal Application Access Token","Elevation of Privilege"
"Security Components","Tampering","Created by Rules Engine","Attacker exploit misconfiguration and vulnerable third-party","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1068 - Exploitation for Privilege Escalation||ATT&CK Enterprise - T1210 - Exploitation of Remote Services||ATT&CK Enterprise - T1485 - Data Destruction||ATT&CK Enterprise - T1548.002 - Bypass User Account Control||ATT&CK Enterprise - T1553.004 - Install Root Certificate||ATT&CK Enterprise - T1562.001 - Disable or Modify Tools||ATT&CK Enterprise - T1608.001 - Upload Malware","Information Disclosure||Tampering"
"Auxiliary Services","Information Disclosure","Created by Rules Engine","Attackers abuse of missing or insecure security headers","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1189 - Drive-by Compromise||ATT&CK Enterprise - T1190 - Exploit Public-Facing Application||ATT&CK Enterprise - T1557 - Adversary-in-the-Middle||ATT&CK Enterprise - T1567 - Exfiltration Over Web Service||ATT&CK Enterprise - T1584 - Compromise Infrastructure","Information Disclosure||Tampering"
"Auxiliary Services","Denial of Service","Created by Rules Engine","Attackers carry out denial of service by API abuse/flooding","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1498 - Network Denial of Service","Denial of Service"
"MySQL","Denial of Service","Created by Rules Engine","Attackers cause Denial of Service (DoS) on MySQL","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1499 - Endpoint Denial of Service","Denial of Service"
"Lightning-rod","Spoofing","Created by Rules Engine","Attackers craft malicious plugins masquerading as reputable ones","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1059 - Command and Scripting Interpreter||ATT&CK Enterprise - T1195 - Supply Chain Compromise||ATT&CK Enterprise - T1553.002 - Code Signing","Spoofing"
"MySQL","Elevation of Privilege","Created by Rules Engine","Attackers escalate privileges within MySQL","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1528 - Steal Application Access Token","Elevation of Privilege"
"Security Components","Tampering","Created by Rules Engine","Attackers execute injection attacks","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1505 - Server Software Component","Elevation of Privilege||Tampering"
"Lightning-rod","Tampering","Created by Rules Engine","Attackers execute unauthorized alterations made to the code of a plugin","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Medium","Medium","0%","Not tested","Not tested","Medium","Daniele Granata","ATT&CK Enterprise - T1195 - Supply Chain Compromise||ATT&CK Enterprise - T1222 - File and Directory Permissions Modification||ATT&CK Enterprise - T1553.002 - Code Signing","Tampering"
"Auxiliary Services","Information Disclosure","Created by Rules Engine","Attackers exploit misconfiguration","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","Critical","Critical","0%","Not tested","Not tested","Critical","Daniele Granata","ATT&CK Enterprise - T1078 - Valid Accounts||ATT&CK Enterprise - T1133 - External Remote Services||ATT&CK Enterprise - T1496 - Resource Hijacking||ATT&CK Enterprise - T1505 - Server Software Component||ATT&CK Enterprise - T1578.002 - Create Cloud Instance","Information Disclosure||Tampering"
"MySQL","Tampering","Created by Rules Engine","Attackers exploit SQL injection vulnerabilities","Planned mitigation: 0%. Mitigated: 0%. Unmitigated: 100%.","High","High","0%","Not tested","Not tested","High","Daniele Granata","ATT&CK Enterprise - T1190 - Exploit Public-Facing Application","Tampering"
